ID,Rotor speed,Gear Temp.,Generator rotation,Env. Temp.,Output,Voltage,Windspeed
1677,34.48,68.4,2932,8,311,400.36,39.97
1678,34.57,69,2695,6,329,403.64,40.31
1679,31.29,68.4,1080,10,404,397.39,40.89
1680,30.09,61.6,1081,2,305,403.16,40.06
1681,30.59,67.8,2720,6,406,399.91,39.91
1682,29.29,67.9,944,6,412,400.3,39.95
1683,29.8,66.1,2765,5,381,401.6,39.28
1684,31.97,65.5,747,4,401,398.51,39.34
1685,31.77,68.3,2240,8,414,403.43,39.45
1686,33.57,69.5,1466,9,364,400.5,39.06
1687,34.37,68.6,3655,2,351,397.78,39.31
1688,31.07,69.8,1589,8,407,396.05,39.07
1689,34.1,70.3,4000,9,312,399.56,39.12
1690,28.76,65.3,3681,7,339,398.73,38.72
1691,31.26,64.8,704,9,357,398.05,38.55
1692,28.74,62.4,2790,9,316,402.62,38.74
1693,32.79,70.7,2109,7,342,396.33,39.27
1694,28.66,66.9,1547,9,310,400.35,38.57
1695,34.31,67.4,3301,9,414,397.87,38.88
1696,29.36,60.9,1730,9,313,396.01,39.17
1697,30.83,64.6,1895,3,413,398.04,39.16
1698,31.75,68.7,1278,5,403,398.1,39.6
1699,31.33,64.5,822,9,400,399.27,40.13
1700,34.64,62.9,1776,8,393,401.31,40.71
1701,30.16,70.9,3699,9,303,398.41,40.96
1702,31.12,62,2829,10,349,397.16,41.58
1703,34.88,67.6,3452,7,339,397.6,40.91
1704,35.48,63.4,3847,10,410,398.53,41.37
1705,32.89,69.6,1957,8,397,400.09,40.44
1706,31.38,65.1,1313,5,394,402.45,39.82
1707,30.41,61.7,3125,4,414,396.47,39.45
1708,34.21,61.4,2227,9,312,404,40.03
1709,32.67,64.8,504,9,331,400.13,39.37
1710,30.58,64.8,2416,9,378,403.3,39.83
1711,30.79,67,2034,9,387,401.82,39.75
1712,32.11,65.9,1757,6,401,399.83,39.53
1713,29.53,64.4,764,9,368,399.29,39.91
1714,32.69,60.1,586,8,327,403.23,39.73
1715,29.01,65.2,851,6,416,402.03,39.38
1716,32.64,62.6,3841,9,400,400.3,40.24
1717,34.31,64.5,3433,9,385,402.77,39.32
1718,33.17,64.8,2737,10,414,397.8,39.95
1719,30.07,65.6,2375,3,355,403.92,38.97
1720,31.66,68.8,2154,2,345,399.27,38.33
1721,29.08,63.1,2123,8,307,399.77,38
1722,28.87,69.4,3946,5,398,398.13,38.25
1723,32.67,64.7,2379,7,308,399.24,37.45
1724,32.72,60.9,1508,10,323,397.29,38.21
1725,33.1,63.9,1655,8,329,396.65,37.33
1726,28.72,69.8,3953,5,316,402.92,38.33
1727,31.49,66.8,2244,8,304,396.32,37.88
1728,28.48,68.9,2933,8,378,397.03,38.33
1729,31.25,66.9,2275,6,401,398.26,39.05
1730,29.88,66.5,808,9,304,402.72,38.58
1731,33.73,65.2,3936,9,305,400.2,39.34
1732,29.41,67.4,1996,3,350,400.61,39.89
1733,32.48,64.2,4182,10,313,401.45,39.45
1734,29.45,70,3105,10,375,403.29,40.44
1735,33.88,69.2,1076,10,323,397.7,40.33
1736,31.74,61.9,597,6,311,397.88,40.69
1737,32.18,70,1149,10,336,403.66,40.57
1738,32.18,64.2,2474,7,301,399.27,41.56
1739,32.25,63.8,3801,8,379,399.27,42.37
1740,35.78,68.6,2144,10,324,402.35,42.96
1741,32.2,63.6,798,2,362,399.49,42.98
1742,33.79,68.9,3267,9,339,396.9,43.01
1743,36.29,66.5,3393,6,325,396.97,42.82
1744,32.41,65.3,2828,5,374,401.3,42.41
1745,34.72,62.9,2118,8,347,398.63,42.08
1746,31.74,68.4,1905,7,314,397.31,42.3
1747,35.45,67.2,3686,3,371,401.32,41.42
1748,34.85,63.5,971,8,300,399.87,40.78
1749,31.5,61.8,3478,10,384,400.69,41.07
1750,29.81,63.7,2413,3,323,399.63,41.31
1751,35.46,67.9,1392,10,352,397.44,41.73
1752,30.65,64,3371,7,360,396.12,41.31
1753,34.01,71.9,3928,9,316,401.13,40.74
1754,31.45,65.6,608,8,304,398.1,39.91
1755,30.28,70.9,4092,5,321,401.38,39.81
1756,32.54,69.7,1945,8,415,399.99,39.43
1757,30.18,65.1,1685,8,335,396.44,38.45
1758,34.12,62.2,3173,10,354,396.52,38.93
1759,32.52,70.2,1844,9,412,400.76,38.29
1760,33.31,68.5,3516,8,394,398.79,38.92
1761,28.83,62.2,1612,8,301,397.25,39.56
1762,29.2,68.5,2962,9,356,399.66,39.8
1763,31.49,71.1,2361,7,384,396.01,38.83
1764,31.34,60.6,649,3,405,399.15,37.9
1765,31.07,62.8,4102,10,322,398.32,38.62
1766,32.19,69.8,2610,9,345,398.49,38.23
1767,29.09,71,3570,1,368,396.52,38.85
1768,30.22,60.9,843,9,391,401.72,39.81
1769,31.6,67.4,2010,10,369,396.62,39.38
1770,34.21,69.4,3608,9,330,402.69,40.2
1771,29,66.3,2540,9,394,396.93,39.35
1772,33.49,68.9,1011,7,367,400.1,39.59
1773,32.48,68.2,4162,4,390,396.36,38.97
1774,29.71,63.8,1655,4,405,397.58,38.64
1775,31.93,60.9,1846,9,382,402.4,38.28
1776,32.41,65.7,3619,9,348,400.03,38.41
1777,30.18,69.9,3713,9,391,400.49,38.45
1778,31.53,68.6,836,10,374,396.08,38.72
1779,29.15,69.8,927,10,316,398.62,38.02
1780,33.51,66.5,808,2,339,398.78,38.86
1781,30.14,60.8,1452,8,363,402.3,38.53
1782,30.04,67.7,1142,10,320,399.43,38.82
1783,32.18,71.3,2522,9,353,398.29,37.84
1784,32.65,68.8,2983,2,321,401.44,37.1
1785,28.63,59.9,954,9,334,400.6,37.34
1786,31.28,69.5,3483,8,377,403.63,37.41
1787,32.54,70.5,2021,2,373,400.21,37.38
1788,31.06,64.4,3634,9,397,402.07,37.78
1789,31.16,67.6,3795,9,342,399.93,37.92
1790,31.89,67.1,3313,7,343,400.75,38.27
1791,32.66,68.6,1845,10,321,397.5,38.93
1792,32.62,61.7,3231,8,315,400.32,39.23
1793,32.41,64.6,2928,5,395,396.97,40
1794,33.05,68.6,2480,9,347,401.58,40.34
1795,32.45,69.7,3116,8,349,399.96,40.78
1796,32.54,69.6,2815,2,352,398.9,40.26
1797,35.23,61,1984,8,410,399.47,41.05
1798,33.85,62.8,817,6,324,398.58,40.44
1799,29.95,64.8,4487,10,398,397.01,40.87
1800,34.68,67.8,1057,9,378,396.58,40.68
1801,33.66,70.6,2819,9,312,396.99,40.25
1802,33.28,70.5,2188,7,349,396.08,39.85
1803,32.6,64.3,2021,4,396,397.98,39.4
1804,33.68,63.8,3599,9,328,399.52,38.85
1805,31.81,67.7,3005,6,342,398.85,39.76
1806,32.22,62.4,2930,5,342,400.61,38.91
1807,32.08,61.1,2027,7,310,403.64,38.91
1808,29.14,70.2,3622,9,330,402.86,38.09
1809,30.05,67.6,3931,9,339,403.38,37.62
1810,31.9,67.4,1782,7,410,397.83,38.04
1811,33.31,67.8,4163,9,316,397.38,38.61
1812,29.98,65.1,3124,5,413,402.24,39.28
1813,34.58,64.8,3729,10,336,398.35,39.36
1814,29.5,67.5,3832,4,383,403.09,39.42
1815,30.28,69.4,4019,9,371,401.25,40.33
1816,34.74,68.8,584,6,311,403.91,40.45
1817,31.57,63.1,2352,7,307,401.23,39.74
1818,34.36,61.7,1643,8,362,400.45,39.7
1819,30.1,64.5,2809,10,316,402.27,39.62
1820,34.48,69.1,1806,9,384,396.34,39.87
1821,29.3,71.3,3884,5,372,398.01,40.61
1822,33.33,71.3,3864,9,309,402.97,41.57
1823,32.23,65,1395,10,403,400.75,40.92
1824,32.1,66.1,2319,8,323,402.69,40.13
1825,34.72,66.1,2855,1,376,402.64,39.98
1826,30.71,67.6,4395,9,381,398.2,40.48
1827,34.24,63.9,3838,4,332,403.1,39.68
1828,30.1,70.6,2312,9,342,403.41,40.12
1829,31.4,67.1,2931,8,383,402.93,39.42
1830,32.15,64.7,2899,10,389,403.13,39.46
1831,33.85,67.7,3645,4,360,402.43,40.02
1832,30.67,62.1,1117,7,341,402.5,39.67
1833,30.16,62.1,818,8,408,401.73,40.53
1834,29.72,66.1,3332,5,394,403.89,39.71
1835,29.33,66,1473,4,302,397.71,38.99
1836,29.38,69.3,882,3,400,402.75,39.02
1837,31.55,70.7,3651,7,412,402.28,39.16
1838,31.79,67.4,2857,10,358,397.82,39.64
1839,34.19,67.7,2394,3,418,402.73,40.31
1840,30.61,65.2,4118,6,347,403.21,40.06
1841,29.96,71.3,4158,9,337,397.85,40.7
1842,34.01,64.9,1596,6,320,397.6,41.62
1843,35.63,64.3,958,1,375,398.18,42.16
1844,36.13,69.4,3276,7,370,403.75,42.92
1845,32.58,67.3,3664,5,390,396.92,43.57
1846,35.54,69.5,4658,8,312,400.81,43.69
1847,35.98,71.2,3392,7,378,400.47,44.14
1848,34.99,67.6,3531,0,321,401.88,43.92
1849,35.42,65.5,1754,9,324,396.18,43.67
1850,31.82,64.6,2078,8,327,397.61,44.32
1851,32.58,70,3861,10,359,398.14,43.73
1852,34.52,69.2,2990,6,371,400.36,43.01
1853,32.72,63.7,4206,8,302,402.69,43.33
1854,32.13,63.6,1363,10,367,396.74,43.02
1855,34.74,63.9,1109,2,315,399.41,42.52
1856,33.41,62.2,1848,7,354,402.42,42.16
1857,29.99,66.9,760,9,337,398.19,41.18
1858,33.7,66.7,3308,4,339,397.7,41.24
1859,30.16,65.6,2638,10,366,400.36,40.39
1860,31.41,70.6,4222,5,421,399.65,40.49
1861,33.86,66.2,1262,7,304,400.72,41.11
1862,33.87,71,2556,10,304,396.21,40.48
1863,31.8,69,1910,8,357,402.71,39.84
1864,31.91,65,3551,8,383,398.93,40.03
1865,33.53,63.2,4114,10,371,396.32,40.53
1866,31.2,63,3379,7,345,400.47,39.54
1867,30.86,69.5,2612,9,390,401.67,40.18
1868,34.43,68.3,1660,9,351,399.96,40.31
1869,31.12,70.8,3266,8,338,403.6,39.88
1870,32.84,67.9,521,9,375,399.06,38.89
1871,29.63,66.9,2342,5,406,401.06,38.71
1872,33.26,66.8,2965,8,390,402.14,39.55
1873,30.5,63.7,1949,1,390,403.51,40
1874,31.32,70.3,1722,10,388,400.81,39.36
1875,33.81,69.1,2505,8,399,401.93,38.91
1876,28.48,65.2,3991,10,305,397.13,38.13
1877,32.81,64.9,1814,9,318,403.39,38.17
1878,31.97,66,2525,10,386,397.66,37.6
1879,29.27,60.6,591,8,409,398.34,38.11
1880,33.36,66,2518,9,387,399.71,37.9
1881,29.46,66.9,4270,9,344,397.19,38.65
1882,32.13,65.2,2531,10,312,399.93,38.52
1883,32.85,62.8,1987,10,373,402.4,38.67
1884,27.93,60.9,1881,6,356,399.31,37.72
1885,30.9,62.6,4108,10,337,399.71,38.06
1886,30.93,68.2,3022,7,408,398.07,37.34
1887,28.82,62.2,575,3,387,401.31,37.35
1888,28.72,60.8,1616,9,329,401.47,37.62
1889,28.54,70.6,1645,2,385,402.49,38.48
1890,32.88,66.7,3043,9,359,402.41,38.35
1891,30.92,70.1,2215,10,335,401.35,39.15
1892,33.01,65,2649,8,374,402.59,39.11
1893,34.85,69.7,1173,6,377,402.69,40.07
1894,33.34,69.5,2801,3,396,398.61,39.19
1895,32.33,66.6,3722,3,405,399.14,39.89
1896,29.19,66.8,2095,9,307,402.8,39.76
1897,30.84,65.5,1750,9,401,401.65,39.65
1898,28.97,70.9,2107,2,350,402.36,39.83
1899,31,70.7,3943,3,357,397.83,39.1
1900,32.38,62.3,2461,8,324,400.03,39.98
1901,29.73,63.9,3471,8,386,403.23,39.66
1902,29.86,71.6,3867,8,308,403.54,40.52
1903,29.93,64.8,1690,5,395,402.14,40.22
1904,35.14,63,3658,10,320,402.11,40.54
1905,34.9,64,3706,10,337,396.59,40.15
1906,32.16,67,2606,7,359,397.64,39.73
1907,29.98,64.7,1508,9,380,400.07,39.24
1908,31.69,66.6,1767,2,405,402.65,38.69
1909,29.7,68.9,1008,8,335,398.39,39.41
1910,32.02,66.4,2608,7,364,403.95,39.57
1911,31.43,68.1,3862,5,331,399.04,38.62
1912,32.89,63.1,4061,6,359,401.06,38.61
1913,30.45,71.1,4225,10,406,403.83,39.42
1914,29.58,66.2,4046,10,411,398.74,38.7
1915,33.98,69.9,3613,10,401,397.31,38.48
1916,28.27,67.7,4115,9,330,402.05,37.98
1917,29.73,64.7,4012,6,389,398.31,37.54
1918,31.08,68,3909,10,364,401.3,38.38
1919,31.64,70.3,3034,6,359,398.58,38.05
1920,32.41,63,3950,9,339,400.17,37.89
1921,29,68.5,2344,4,362,397.24,36.99
1922,31.11,62.4,1850,7,382,403.2,36.72
1923,29.05,65.4,4002,8,401,398.82,35.89
1924,28.08,62,1818,7,371,401.81,35.7
1925,32.89,70,2147,5,328,397.04,36.24
1926,29.98,66.4,2714,9,327,396.07,37.03
1927,31.55,62.2,3613,10,349,399.83,37.77
1928,33.53,70.7,1722,8,303,399.09,38.48
1929,28.44,65,2616,10,393,403.68,38.63
1930,31.95,65.3,3724,8,409,403.93,37.67
1931,31.02,68.2,2654,2,318,402.6,37.57
1932,30.35,62.9,1012,3,332,400.68,36.82
1933,27.75,67.9,3621,1,342,400.48,36.85
1934,31.67,64.1,3511,8,344,399.3,36.24
1935,32.69,68.6,2965,7,353,402.76,35.6
1936,29.83,71.1,2271,3,355,400.32,36.18
1937,30.7,70.8,2414,10,387,399.87,35.75
1938,27.18,63.5,1479,8,334,403.15,35.09
1939,29.98,65.5,3700,10,330,399.51,35.26
1940,31.04,65.2,2923,2,332,398.96,34.95
1941,28.99,62.7,2966,4,329,400.93,35.32
1942,29.36,68.6,3983,6,351,399.6,36.3
1943,29.53,66,3325,8,333,400.04,36.53
1944,29.96,61.2,1975,5,305,397.91,36.03
1945,32.17,71.1,3405,10,348,400.95,35.45
1946,30.75,71.1,2819,2,303,402.27,34.58
1947,29.73,70.8,3611,7,376,399.03,35.29
1948,27.13,69.5,1440,10,309,397.7,35.21
1949,29.13,66.5,1146,9,323,401.86,35.78
1950,29.82,63.5,2879,10,408,400.79,36.69
1951,29.7,65.2,3809,10,323,397.76,36.97
1952,31.61,65.7,1581,5,385,403.21,36.87
1953,33.09,69.5,1461,10,373,401.07,37.35
1954,32.35,62.7,1925,7,361,403.85,37.51
1955,31.68,67.3,3257,10,402,400.04,37.66
1956,30.28,59.7,561,9,408,403.19,36.93
1957,32.58,70.2,1435,7,405,396.63,36.41
1958,30.87,61.8,3101,10,343,403.02,36.36
1959,28.81,63.7,3756,8,394,400.01,35.57
1960,30.32,70.4,2720,10,374,400.98,34.86
1961,26.5,68.8,2804,8,377,398.83,34.39
1962,31,66.3,1941,4,301,401.83,35.16
1963,31.94,66.4,1892,9,311,402.34,35.4
1964,29.17,63.6,1375,6,302,398.35,35.51
1965,28.9,66.2,2018,7,307,397.13,36.21
1966,31.98,65.7,1853,7,378,402.17,36.77
1967,27.81,66.3,2927,7,392,403.26,37.27
1968,32.32,69.6,2907,8,357,402.85,37.28
1969,31.12,62.5,3652,10,322,400.6,37.75
1970,30.3,68.2,937,6,403,400.49,37.46
1971,30.69,60.9,1761,10,355,398.58,37.62
1972,29.22,66.3,4045,10,375,402.4,37.92
1973,29.94,69.2,4179,8,356,398.92,37.27
1974,30.74,67.5,2636,2,354,400.04,37.18
1975,29.65,69.8,3292,9,359,403.87,37.5
1976,28.47,68.7,1758,9,401,400.62,38.38
1977,31.97,71.5,2935,8,326,403.1,38.27
1978,29.64,64.1,1702,6,395,397.74,37.47
1979,29.19,70.6,3470,9,375,396.21,37.45
1980,31.09,67.2,802,10,369,400.05,37.19
1981,31.5,67.1,1651,10,381,400.73,37.34
1982,28.07,64.6,2919,9,403,398.92,37.95
1983,32.16,67.9,3173,7,381,396.85,37.54
1984,29.62,69.7,2283,10,354,401.39,38.49
1985,31.12,65.7,4112,5,336,396.39,39.02
1986,28.55,66.5,3420,10,399,402.42,38.86
1987,31.86,69.9,3510,7,317,398.94,38.96
1988,32.01,66.8,2392,6,398,403.25,39.27
1989,32.01,60.7,1570,9,337,403.87,39.52
1990,29.22,67.8,2460,9,310,398.51,38.66
1991,33.29,60.6,744,8,321,403.73,38.94
1992,29.3,71.5,3391,10,311,403.84,38.94
1993,30.87,66.1,3750,2,371,397.58,39.46
1994,30.32,69.4,4008,3,368,401.4,39.72
1995,31.26,71.3,2713,8,397,399.19,39.47
1996,31.92,68.3,2082,9,334,397.28,39.75
1997,30.3,67.4,1681,8,345,397.49,39.16
1998,33.4,70,2661,10,354,398.09,39.55
1999,28.98,63.1,2021,9,412,402.55,38.96
2000,32.16,66.1,2875,10,371,398.92,39.88
2001,31.33,64.1,760,8,333,401.12,38.93
2002,30.21,66.2,1774,10,338,399.07,39.58
2003,32.33,61.1,1052,9,346,399.8,38.71
2004,29.41,66.1,2436,6,372,400.88,38.74
2005,31.79,67.8,1248,9,347,399.25,38.15
2006,32.74,62.3,3385,3,371,397.27,39.09
2007,30.8,65.8,2597,10,344,403.84,39.29
2008,30.94,65.1,3467,3,383,401.74,38.99
2009,29.08,66.8,3117,9,327,396.38,39.54
2010,32.88,63.8,3785,6,356,400.64,40.46
2011,31.81,66.4,679,7,382,403.62,39.74
2012,32.56,66,1686,4,356,401.03,39.45
2013,34.77,67.5,1194,10,320,402.6,39.62
2014,33.97,61.3,1808,9,339,399.88,39.5
2015,29.9,71.7,3483,6,418,399.38,39.65
2016,34.6,62.8,1492,7,332,397.1,40.58
2017,30.55,67.7,1359,6,399,396.74,40.15
2018,33.17,62.2,4420,2,365,402.67,39.26
2019,34.24,69,591,10,372,398.32,39.99
2020,31.19,69.2,2557,9,327,397.71,40.37
2021,30.45,61.9,2734,9,393,403.49,39.78
2022,32.76,68.6,3436,10,368,396.01,40.16
2023,31.65,70.2,4474,9,391,396.78,40.02
2024,29.46,69,3330,6,407,400.88,39.32
2025,33.87,64.7,1629,9,408,397.25,38.48
2026,28.21,68.1,2095,10,395,402.83,37.52
2027,29.17,65.5,1282,8,352,401.6,38.3
2028,31.39,60,598,10,372,401.56,38.82
2029,29.11,66.5,3142,5,366,399.68,38.33
2030,29.36,61.5,984,9,365,396.62,38.74
2031,30.18,71.5,3166,9,369,403.28,39.43
2032,31.17,71.2,4238,8,338,399.1,40.07
2033,31.55,61.9,3375,6,332,403.41,39.38
2034,32.83,71.4,4427,9,351,398.66,39.55
2035,31.41,67.5,881,6,330,403.44,39.59
2036,31.37,61.9,1549,8,358,396.02,38.72
2037,30.55,62,2418,10,394,402.41,37.75
2038,30.39,62.4,1894,6,396,403.43,38.2
2039,31.89,70.3,3929,7,370,396.14,37.82
2040,30.06,65.3,1930,6,355,402.27,38.51
2041,28.77,67.8,1449,10,328,401.51,37.62
2042,30.04,68.1,3555,7,311,401.37,37.86
2043,32.54,66.3,3857,4,343,396.18,38.05
2044,31.79,66.5,2813,9,326,402.6,38.6
2045,30.34,64.8,4139,6,408,401.1,38.8
2046,28.83,70.9,3861,10,366,402.82,38.01
2047,30.6,64.9,1425,10,316,398.89,38.77
2048,29.58,61.9,3641,7,365,401.35,39.76
2049,32.21,68.2,1429,8,327,401.15,39.43
2050,28.9,67.5,1112,10,339,398.6,39.77
2051,29.94,61,1536,9,351,403.48,39.86
2052,32.25,61.9,1173,9,338,400.27,39.18
2053,32.43,63.4,3835,9,397,403.59,38.32
2054,29.7,67.5,1324,6,398,402.22,38.86
2055,30.42,70.3,2129,7,370,401.22,39.32
2056,29.47,67.5,1429,9,403,397.02,39.22
2057,29.73,68.6,2160,7,357,400.45,39.41
2058,31.62,62.9,4195,7,328,403.6,39.57
2059,29.32,71.7,4211,3,303,399.49,38.65
2060,31.11,60.9,1456,9,380,397.59,38.52
2061,31.29,63.9,2352,8,309,401.82,37.69
2062,28.89,65.3,4197,6,346,397.03,37.15
2063,32.1,65.5,2565,9,370,400.52,37.34
2064,28.57,70,1707,6,320,402.59,37.33
2065,30.96,71,3896,7,379,397.41,37.9
2066,30.71,70.2,3083,6,388,398.47,38.34
2067,28.66,63.6,2384,10,401,402.66,39.17
2068,33.33,64.1,3749,5,323,398.53,38.52
2069,28.35,66.3,2875,10,346,396.41,37.58
2070,28.65,69.2,4189,7,361,400.58,38.51
2071,32,67.7,1422,8,372,396.61,38.65
2072,31.17,67.5,1190,9,405,399.55,38.21
2073,34.09,64.8,2145,7,366,403.06,38.36
2074,29.92,64.6,2396,9,363,399.38,39.36
2075,33.63,67.3,825,8,376,396.95,38.52
2076,32.53,67.9,2287,10,403,399.11,39.28
2077,29.18,61.7,2853,9,363,403.64,39.94
2078,34.63,69.5,1883,8,314,399.92,39.96
2079,29.61,63.2,3758,7,374,396.43,39.6
2080,34.6,68,629,10,373,403.17,40.04
2081,34.65,61,1286,6,360,400.66,39.9
2082,31.22,65.4,594,5,331,403.45,39.45
2083,30.65,69,790,6,398,403.01,40.43
2084,31.39,70.3,3895,10,343,401.25,41.35
2085,30.82,62.6,2846,9,372,403.45,40.39
2086,34.78,69.1,2445,1,320,398.93,39.75
2087,33.04,70.2,2944,4,321,403.17,39.81
2088,34,61.8,758,7,393,396.63,39.51
2089,32.49,65.6,732,4,301,399.67,39.24
2090,28.97,68.4,1642,7,373,398.99,39.47
2091,33.47,62.7,2408,8,400,396.32,39.66
2092,29.75,63.6,3501,7,353,399.87,40.12
2093,31.52,66.2,3329,8,314,400.16,40.83
2094,29.37,68.8,996,9,313,403.97,40.42
2095,34.75,67.2,3019,10,317,399.49,39.9
2096,31.73,63.2,907,5,378,399.53,39.01
2097,28.83,60.4,1174,10,334,400.2,38.24
2098,33.09,69.1,2847,9,392,402.83,38.29
2099,31.57,62.7,2513,10,384,401.05,38.14
2100,31.51,68.1,3157,10,368,402.5,37.38
2101,30.49,68.8,508,8,309,399.92,38.19
2102,33.77,65.3,3387,6,317,396.01,38.26
2103,33.13,66.3,3023,9,342,397.72,39.05
2104,33.16,66.2,2684,10,405,396.97,39.03
2105,32.09,65.6,614,3,315,397.47,39.05
2106,33.12,59.9,910,6,382,398.82,38.56
2107,31.92,62,1013,9,407,403.35,39.43
2108,30.05,65.7,4026,9,333,396.07,39.53
2109,33.92,61.7,878,5,410,396.21,39.68
2110,31.47,69.1,3495,9,300,396.15,39.65
2111,29.52,66.9,1578,9,306,401.85,39.02
2112,33.28,67,596,7,404,403.5,38.47
2113,31.06,60.6,1427,6,383,396.97,39.05
2114,32.62,68.1,1083,10,385,401.94,38.3
2115,28.98,67.4,1558,5,355,397.4,38.31
2116,29.59,64.2,4220,6,399,403.48,37.66
2117,30.06,68.2,4306,9,305,398.98,38.62
2118,31.64,69.2,3672,9,320,398.82,37.78
2119,29.04,64.7,2039,3,356,401.69,37.24
2120,30.76,65.3,2795,9,341,402.35,37.25
2121,32.16,70.2,2786,9,347,402.87,37.34
2122,28.53,65.5,3378,7,366,403.74,37.01
2123,28.9,65.9,2849,6,395,402.68,36.31
2124,31.28,70.9,3162,5,370,401.48,35.59
2125,27.84,70.3,3513,3,348,401.6,34.74
2126,30.25,67.9,2675,9,312,400.24,34.62
2127,30.52,64.9,683,5,364,402.86,34.5
2128,30.26,67.7,2635,9,400,398.19,34.83
2129,31.41,61.9,3749,2,345,400.77,35.68
2130,31.13,65.6,1343,10,369,400.19,35.63
2131,28.02,59.9,706,3,387,401.49,35.82
2132,33.06,65.1,2170,6,369,400.29,36.8
2133,31.63,59.5,541,8,364,397.29,36.55
2134,31.56,69.5,2690,7,354,403.41,35.96
2135,28.69,61.6,520,5,335,400.21,36.1
2136,27.34,69.3,3459,7,313,398.64,36.34
2137,33.25,71.2,2887,8,392,403.91,37.16
2138,31.34,65.9,4123,8,354,397.41,37.1
2139,31.94,66.1,2645,10,338,403.87,36.95
2140,28.83,68.6,3141,10,327,402.7,36.19
2141,33.06,61.2,1374,9,347,403.59,36.54
2142,30.68,63.5,923,4,320,400.59,36.54
2143,30.6,68.7,735,6,396,401.81,37.53
2144,30.32,63,3965,7,400,401.59,36.6
2145,28.47,63.6,2974,2,398,399.51,37.13
2146,29.33,66.5,1831,7,386,403.6,36.41
2147,29.38,61.9,3539,8,374,396.23,37.09
2148,32.4,66.4,1153,9,365,402.55,36.57
2149,27.17,63.7,762,7,371,398.84,36.32
2150,28.97,66,1569,6,345,403.19,35.36
2151,31.08,66.5,3318,9,337,400.06,34.43
2152,32.01,67.3,3416,3,343,396.62,34.06
2153,29.71,66.3,2477,10,332,400.88,33.09
2154,26.35,69.3,677,10,305,401.71,32.82
2155,27.59,64.2,1704,6,328,396.87,33.57
2156,27.03,68.1,3236,10,314,400.82,33.86
2157,29.55,61.7,1027,5,345,401.58,33.05
2158,27.65,69.5,860,7,361,398.93,32.38
2159,28.34,65.4,3078,6,357,400.06,32.8
2160,30.17,67.5,3804,6,335,397.81,33.14
2161,27.01,70.9,2751,8,339,403.95,33.56
2162,28.37,68.5,3101,10,304,402.89,33.01
2163,29.59,71,2015,9,373,401.05,33.52
2164,26.11,59.8,548,6,361,402.79,33.59
2165,29.19,62,1581,10,367,399.04,32.89
2166,30.53,70.9,2093,9,360,398.46,33.2
2167,28.3,64.4,1211,7,379,402.54,33.19
2168,26.44,70.3,3251,8,337,397.64,32.57
2169,25.62,61.5,2116,10,331,396.91,31.88
2170,29.28,64.1,1400,10,356,401.87,31.12
2171,24.83,67.7,2276,10,384,403.55,31.4
2172,29.14,70,3506,10,357,401.65,32.01
2173,30.26,63.4,1148,6,377,401.93,31.97
2174,29.15,70.2,1214,2,362,403.95,31.22
2175,26.43,71,3193,7,354,396.61,30.26
2176,27.34,66.9,2747,6,329,398.96,30.55
2177,26.42,63.2,1777,8,389,399.11,30.6
2178,27.29,71,2445,7,319,401.46,30.57
2179,26.56,69.7,2048,8,324,403.98,31.3
2180,27.35,68.9,3211,3,322,397.51,30.72
2181,27.23,64.6,3512,10,348,396.92,31.66
2182,26.08,67.7,2097,9,360,398.94,32.09
2183,30.76,70.1,3415,10,373,400.24,32.34
2184,27.42,62.1,3206,9,337,396.74,31.56
2185,26.54,69.4,2014,9,367,396.26,31.27
2186,28.04,69.9,2306,9,382,400.24,31.48
2187,25.5,66.6,2402,9,382,398.7,30.8
2188,28.22,66.2,1622,4,347,401.64,31.44
2189,27.27,68.8,2533,7,357,399.37,32.38
2190,28.72,69.5,1882,2,374,402.63,32.73
2191,26.54,68.3,544,8,384,399.97,32.51
2192,27.94,63.4,1863,9,383,398.31,32.45
2193,30.76,62.5,3521,9,368,398.62,32.43
2194,25.59,71,2373,6,341,396.17,32.8
2195,31.6,64,3457,4,345,399.27,33.32
2196,25.95,70.9,2727,5,373,399.08,32.83
2197,28.82,65.6,3659,10,358,397.29,33.51
2198,26.58,65.5,791,3,330,399.16,33.22
2199,30.23,64.5,2519,7,330,402.32,33.42
2200,30.32,68.7,3167,4,397,399.72,34.24
2201,27.82,61.6,2269,9,307,400.19,34.9
2202,30.62,67.3,3170,10,325,399.54,35.72
2203,32.59,70.5,2701,10,323,397.9,36.41
2204,31.96,62.7,1813,4,342,401.11,36.05
2205,28.51,63.4,1850,9,339,402.48,36.49
2206,28.03,66,3418,8,351,400.06,37.16
2207,30.95,63.6,2220,7,348,399.09,37.64
2208,32.16,69.9,3651,4,386,402.71,38.54
2209,30.92,69.1,1437,10,412,402.16,37.85
2210,29.26,65.3,1337,9,379,397.23,37.01
2211,30.53,62,1862,8,396,402.66,36.05
2212,28.56,62,2545,9,360,402.39,36
2213,27.75,69,2433,10,346,400.9,36.36
2214,30.54,70.2,2595,8,323,399.83,36.7
2215,28.8,69,2300,6,346,401.71,37.15
2216,28.21,63.7,2503,10,360,399.55,36.31
2217,29.7,67.7,2075,1,379,399.68,35.67
2218,29.53,71.3,3460,8,344,401.08,35.63
2219,28.24,64.2,3747,7,341,401.19,35.65
2220,32.38,67.9,973,9,386,396.01,34.9
